,sentiment,metacritic_prediction,metacritic_id
1152,positive,0.9,13898
1153,negative,0.0,38326
1154,positive,0.9,13981
1155,negative,1.0,10773
1156,positive,0.8,19023
1157,negative,0.8,3086
1158,positive,0.9,8294
1159,positive,0.9,23643
1160,positive,0.9,38345
1161,negative,0.3,12509
1162,positive,0.9,2294
1163,positive,1.0,25424
1164,positive,0.8,18177
1165,positive,0.1,13270
1166,negative,0.0,6189
1167,negative,1.0,17501
1168,negative,0.0,6520
1169,positive,1.0,1301
1170,positive,0.8,21950
1171,positive,0.8,19492
1172,positive,1.0,14947
1173,positive,1.0,28164
1174,positive,0.8,24776
1175,positive,0.8,30788
1176,positive,0.9,30834
1177,negative,0.8,3297
1178,positive,1.0,2946
1179,negative,1.0,26764
1180,positive,0.1,3013
1181,positive,0.9,1483
1182,positive,0.8,29212
1183,positive,1.0,20607
1184,negative,1.0,37370
1185,positive,0.1,15101
1186,positive,1.0,3628
1187,positive,0.9,18239
1188,negative,0.2,23680
1189,negative,1.0,1240
1190,negative,1.0,33608
1191,positive,1.0,16741
1192,positive,1.0,23545
1193,negative,0.8,35592
1194,negative,0.1,9741
1195,positive,0.8,38481
1196,positive,0.0,4157
1197,negative,0.8,14204
1198,negative,0.3,38834
1199,negative,0.3,23328
1200,negative,1.0,14452
1201,negative,0.8,16016
1202,positive,0.0,19257
1203,positive,1.0,32884
1204,negative,0.0,11551
1205,negative,0.1,3180
1206,positive,0.9,2147
1207,positive,0.9,22051
1208,negative,1.0,29280
1209,negative,0.3,35071
1210,positive,0.8,26016
1211,negative,0.1,12086
1212,negative,0.2,27449
1213,negative,0.0,14153
1214,positive,0.3,8751
1215,negative,0.2,27046
1216,positive,0.8,23281
1217,negative,0.0,31494
1218,negative,0.0,8370
1219,negative,1.0,15185
1220,positive,0.1,12086
1221,positive,0.2,18246
1222,negative,1.0,18635
1223,negative,0.0,12486
1224,negative,0.1,16339
1225,positive,1.0,27896
1226,positive,1.0,37246
1227,positive,0.2,30446
1228,positive,0.9,2817
1229,negative,0.8,7234
1230,negative,0.2,38432
1231,positive,0.9,8294
1232,negative,0.9,4522
1233,positive,0.8,4168
1234,positive,0.25,12092
1235,positive,0.8,5697
1236,negative,0.2,6810
1237,negative,0.3,36218
1238,negative,0.0,9716
1239,positive,0.75,6606
1240,positive,1.0,9194
1241,negative,0.1,30252
1242,negative,0.3,34745
1243,positive,0.1,34362
1244,negative,0.1,34484
1245,positive,0.0,24587
1246,positive,0.8,7195
1247,negative,0.2,451
1248,negative,1.0,27896
1249,positive,1.0,17878
1250,positive,0.8,26917
1251,positive,1.0,11163
1252,negative,0.1,12922
1253,positive,0.0,14643
1254,negative,0.2,23680
1255,negative,0.8,14354
1256,positive,0.8,20964
1257,negative,0.3,38834
1258,negative,0.3,18468
1259,positive,0.3,14593
1260,positive,0.3,11762
1261,positive,0.1,6596
1262,positive,1.0,22324
1263,positive,0.3,17418
1264,negative,1.0,16928
1265,negative,1.0,12276
1266,negative,0.1,3180
1267,negative,0.1,28342
1268,negative,0.0,23496
1269,negative,0.9,522
1270,positive,0.8,20222
1271,positive,0.0,27730
1272,negative,0.8,5773
1273,negative,0.1,16339
1274,positive,0.0,1658
1275,positive,0.1,34362
1276,positive,0.9,21360
1277,negative,0.8,14354
1278,positive,0.8,8140
1279,positive,0.8,13377
1280,negative,0.0,38823
1281,negative,0.3,30829
1282,positive,0.3,32771
1283,positive,0.2,23259
1284,negative,0.3,22111
1285,positive,1.0,20247
1286,positive,0.8,27472
1287,negative,0.8,7163
1288,positive,1.0,9194
1289,negative,0.3,28512
1290,negative,0.9,12730
1291,positive,0.8,20164
1292,positive,0.8,7963
1293,negative,0.3,3608
1294,negative,0.9,23500
1295,negative,0.1,10652
1296,positive,1.0,28230
1297,positive,1.0,9842
1298,positive,1.0,30602
1299,negative,0.8,33787
1300,positive,0.9,35229
1301,positive,0.3,15723
1302,positive,0.9,24451
1303,positive,0.8,18740
1304,negative,0.1,19501
1305,positive,0.3,11326
1306,negative,0.75,27251
1307,negative,0.1,1256
1308,positive,0.8,37754
1309,negative,0.0,4932
1310,negative,0.8,24693
1311,negative,0.9,18044
1312,negative,0.8,22648
1313,negative,0.1,23026
1314,positive,0.9,25962
1315,positive,0.1,13270
1316,negative,0.0,19351
1317,negative,0.3,38834
1318,positive,0.8,3415
1319,positive,0.8,14379
1320,positive,0.9,31205
1321,positive,0.9,24359
1322,positive,0.8,2711
1323,positive,0.8,3214
1324,negative,0.1,14063
1325,positive,0.1,7456
1326,negative,0.3,35534
1327,positive,0.8,23281
1328,positive,0.3,28758
1329,positive,0.9,37299
1330,negative,0.3,14135
1331,positive,0.8,24243
1332,negative,0.9,30648
1333,negative,0.1,10652
1334,positive,0.91,35734
1335,positive,0.8,37536
1336,negative,1.0,17836
1337,negative,0.8,35033
1338,negative,1.0,37246
1339,negative,1.0,2271
1340,positive,0.88,16446
1341,negative,0.8,26822
1342,negative,0.75,16192
1343,negative,0.9,31212
1344,positive,0.1,36110
1345,negative,0.1,4287
1346,negative,0.9,7357
1347,positive,0.9,33662
1348,positive,0.8,9781
1349,negative,0.8,26103
1350,positive,1.0,28105
1351,negative,0.9,27569
1352,positive,0.8,3561
1353,positive,0.9,21360
1354,positive,0.3,16899
1355,positive,0.9,4414
1356,positive,0.8,3565
1357,negative,0.3,7846
1358,positive,1.0,1039
1359,negative,0.2,27196
1360,positive,0.9,31611
1361,positive,1.0,17132
1362,positive,0.8,34855
1363,negative,0.2,16433
1364,negative,0.83,14340
1365,positive,1.0,29067
1366,negative,0.2,7475
1367,positive,0.8,2507
1368,positive,0.9,23323
1369,positive,0.8,6413
1370,positive,0.8,6144
1371,positive,0.3,35071
1372,positive,1.0,32884
1373,positive,1.0,16358
1374,negative,0.1,11404
1375,negative,1.0,30382
1376,negative,0.1,1573
1377,negative,0.1,19800
1378,positive,1.0,27473
1379,negative,0.3,23272
1380,positive,0.2,19335
1381,negative,0.3,38834
1382,negative,0.1,12570
1383,negative,1.0,38644
1384,positive,1.0,5064
1385,positive,0.9,35063
1386,positive,0.8,37536
1387,positive,0.75,32277
1388,positive,0.75,20952
1389,negative,0.0,32036
1390,positive,0.8,17503
1391,positive,0.1,8863
1392,negative,1.0,23218
1393,positive,0.9,16917
1394,positive,1.0,38371
1395,positive,0.8,26619
1396,positive,0.8,35986
1397,positive,0.8,11279
1398,positive,0.8,12300
1399,positive,0.9,36256
1400,positive,0.91,35734
1401,negative,0.2,16433
1402,positive,0.3,30142
1403,positive,0.9,5171
1404,negative,0.3,30142
1405,positive,0.8,18701
1406,negative,0.2,30446
1407,negative,0.8,33787
1408,negative,0.1,22809
1409,negative,0.2,5543
1410,negative,0.1,24242
1411,positive,0.95,7868
1412,negative,0.0,8908
1413,negative,0.9,35229
1414,positive,0.8,2155
1415,positive,0.0,25243
1416,negative,1.0,10135
1417,positive,0.8,25319
1418,negative,1.0,6151
1419,negative,0.3,35702
1420,positive,1.0,25993
1421,positive,0.9,7353
1422,negative,1.0,10733
1423,positive,0.9,37321
1424,negative,0.3,31902
1425,positive,0.0,7668
1426,positive,1.0,22435
1427,positive,0.8,37157
1428,positive,1.0,30286
1429,positive,0.8,8392
1430,negative,0.3,35071
1431,positive,0.9,21195
1432,positive,0.8,15358
1433,positive,1.0,22825
1434,positive,0.75,35431
1435,negative,0.0,13523
1436,negative,0.3,437
1437,positive,0.9,16644
1438,negative,0.0,32036
1439,negative,0.2,21235
1440,positive,0.3,33116
1441,positive,0.75,20952
1442,negative,0.0,25374
1443,positive,0.91,35734
1444,negative,0.9,15123
1445,negative,0.0,32862
1446,positive,0.0,16459
1447,positive,0.1,3180
1448,negative,0.0,22574
1449,negative,0.0,30088
1450,positive,1.0,8024
1451,negative,0.1,16339
1452,negative,0.1,5076
1453,positive,0.0,25243
1454,negative,0.8,30323
1455,negative,0.9,21361
1456,positive,0.8,35161
1457,positive,0.9,8474
1458,negative,0.0,6520
1459,positive,1.0,27327
1460,positive,0.9,35598
1461,positive,0.8,3739
1462,negative,1.0,15415
1463,negative,0.2,30446
1464,positive,0.8,26400
1465,negative,0.2,7778
1466,positive,0.8,29914
1467,positive,0.8,6413
1468,negative,0.3,38011
1469,positive,0.9,31857
1470,negative,0.2,37420
1471,negative,1.0,18213
1472,positive,1.0,11542
1473,positive,0.3,35702
1474,positive,0.9,21663
1475,negative,0.0,32036
1476,positive,0.9,5999
1477,positive,0.9,19021
1478,positive,0.8,12467
1479,positive,0.8,7924
1480,negative,1.0,16711
1481,negative,1.0,12873
1482,positive,1.0,22304
1483,negative,0.3,15167
1484,positive,1.0,15155
1485,negative,0.0,9694
1486,negative,1.0,9945
1487,negative,0.1,17907
1488,negative,0.1,12922
1489,positive,1.0,30045
1490,positive,1.0,19411
1491,positive,0.8,38388
1492,positive,0.9,5345
1493,positive,0.8,4899
1494,positive,0.9,36225
1495,positive,0.3,8704
1496,positive,0.9,13024
1497,negative,0.0,19409
1498,negative,0.3,11762
1499,positive,1.0,22624
1500,positive,1.0,32182
1501,positive,1.0,33192
1502,negative,0.0,16258
1503,positive,0.2,1045
1504,positive,0.8,31261
1505,negative,0.2,31717
1506,negative,0.2,36759
1507,negative,0.3,20918
1508,negative,0.0,22574
1509,positive,0.8,31669
1510,positive,0.9,37321
1511,positive,0.8,23281
1512,negative,0.1,3180
1513,negative,0.2,16433
1514,negative,0.0,26373
1515,positive,0.2,16433
1516,positive,1.0,32182
1517,negative,0.1,24053
1518,negative,0.0,23804
1519,positive,1.0,14926
1520,positive,0.25,24613
1521,negative,0.3,13546
1522,positive,1.0,21325
1523,positive,0.9,10993
1524,negative,0.3,37888
1525,negative,0.1,38296
1526,negative,1.0,25429
1527,positive,0.8,9278
1528,positive,1.0,6128
1529,negative,0.0,26373
1530,negative,0.3,10830
1531,negative,0.0,12746
1532,positive,0.2,15715
1533,positive,0.1,12086
1534,positive,0.8,36055
1535,negative,1.0,36103
1536,negative,0.1,12086
1537,negative,1.0,3789
1538,positive,0.9,19323
1539,negative,1.0,32182
1540,negative,0.2,27927
1541,negative,0.9,21942
1542,positive,0.9,17092
1543,positive,0.9,35714
1544,positive,0.0,23356
1545,positive,0.8,18832
1546,negative,0.1,14998
1547,positive,1.0,7002
1548,positive,1.0,30045
1549,negative,0.3,38834
1550,negative,0.2,24749
1551,positive,0.9,12416
1552,negative,0.2,16433
1553,negative,0.1,36354
1554,negative,0.9,24359
1555,negative,0.3,1110
1556,positive,1.0,17065
1557,positive,0.9,34956
1558,negative,0.0,26832
1559,positive,0.1,9156
1560,positive,0.2,36759
1561,negative,1.0,34598
1562,negative,0.1,13270
1563,positive,1.0,18803
1564,positive,1.0,20567
1565,negative,0.0,22574
1566,negative,0.1,29253
1567,negative,1.0,10733
1568,negative,0.9,25962
1569,negative,0.8,15358
1570,negative,0.3,1298
1571,negative,0.9,23554
1572,positive,0.3,11288
1573,positive,0.1,31344
1574,negative,0.1,38296
1575,positive,1.0,6292
1576,negative,0.9,38345
1577,positive,0.9,15345
1578,positive,1.0,31992
1579,positive,1.0,32182
1580,negative,1.0,18213
1581,negative,0.3,16171
1582,positive,0.1,15101
1583,negative,0.0,6520
1584,negative,0.9,19021
1585,negative,0.2,16433
1586,positive,1.0,14462
1587,negative,1.0,18884
1588,positive,0.1,12086
1589,negative,0.1,12086
1590,negative,1.0,29340
1591,positive,1.0,19432
1592,positive,1.0,25424
1593,positive,0.8,31669
1594,negative,0.8,38904
1595,positive,1.0,31533
1596,negative,0.0,11551
1597,negative,0.2,30446
1598,positive,0.8,7163
1599,positive,0.8,4908
1600,positive,0.8,32052
1601,positive,1.0,20247
1602,negative,0.75,38717
1603,positive,0.8,29436
1604,positive,1.0,28000
1605,negative,0.38,35829
1606,positive,1.0,2259
1607,negative,0.3,24217
1608,negative,0.2,37420
1609,positive,0.8,16700
1610,negative,0.91,3199
1611,positive,0.2,16433
1612,positive,0.0,6520
1613,negative,0.1,13270
1614,negative,0.2,6702
1615,positive,0.2,9432
1616,negative,0.3,24500
1617,negative,0.2,34649
1618,negative,1.0,23540
1619,positive,1.0,2446
1620,positive,0.0,22574
1621,positive,0.9,13630
1622,negative,0.9,9031
1623,negative,0.9,26002
1624,positive,0.9,18020
1625,positive,0.9,17317
1626,negative,0.1,36354
1627,positive,0.8,22977
1628,positive,0.9,20172
1629,positive,0.9,27708
1630,negative,0.3,14133
1631,negative,0.9,3811
1632,positive,0.8,19193
1633,negative,0.2,16433
1634,negative,0.3,4445
1635,negative,0.0,32036
1636,positive,1.0,20173
1637,positive,0.78,13257
1638,positive,0.8,32135
1639,negative,0.9,32631
1640,positive,0.9,30364
1641,negative,1.0,21785
1642,positive,0.8,18939
1643,negative,0.9,26217
1644,positive,0.3,2044
1645,positive,1.0,38147
1646,negative,1.0,12873
1647,positive,1.0,8952
1648,negative,0.0,4123
1649,negative,1.0,31985
1650,negative,1.0,23243
1651,negative,0.9,19416
1652,positive,0.9,10397
1653,positive,0.8,9378
1654,positive,0.8,20368
1655,positive,0.1,36354
1656,positive,0.2,30375
1657,negative,0.0,12486
1658,negative,0.2,30446
1659,positive,0.8,19718
1660,positive,0.9,36225
1661,positive,0.3,22250
1662,negative,0.3,14593
1663,positive,0.1,13270
1664,negative,0.0,1658
1665,positive,0.9,19021
1666,negative,1.0,13563
1667,negative,0.2,118
1668,positive,1.0,6577
1669,positive,0.0,7929
1670,negative,0.1,12086
1671,negative,0.8,15008
1672,negative,0.2,34652
1673,negative,0.91,35734
1674,positive,1.0,25429
1675,negative,1.0,11163
1676,positive,0.9,27010
1677,negative,0.0,32036
1678,negative,0.2,14653
1679,positive,0.8,11149
1680,positive,1.0,8368
1681,positive,0.8,4248
1682,negative,0.0,31496
1683,negative,0.3,7216
1684,negative,1.0,31413
1685,negative,0.2,16433
1686,negative,0.0,29856
1687,negative,0.1,4064
1688,positive,0.9,21360
1689,positive,0.9,7909
1690,negative,0.1,22767
1691,negative,0.3,5749
1692,positive,0.9,22106
1693,positive,0.1,33418
1694,positive,0.0,27479
1695,positive,1.0,33151
1696,positive,1.0,1240
1697,positive,0.2,27639
1698,negative,0.1,3440
1699,positive,0.3,21904
1700,positive,0.8,27168
1701,positive,0.8,15206
1702,negative,1.0,36320
1703,positive,1.0,20567
1704,negative,0.8,9021
1705,positive,0.2,6702
1706,negative,0.9,9804
1707,negative,0.1,35627
1708,negative,1.0,27896
1709,negative,0.8,12532
1710,negative,0.0,31536
1711,positive,0.8,37454
1712,positive,1.0,10230
1713,negative,1.0,33767
1714,positive,0.8,11503
1715,positive,1.0,14474
1716,positive,1.0,6565
1717,negative,0.0,29904
1718,positive,0.8,35612
1719,positive,0.9,35598
1720,negative,0.0,20988
1721,positive,0.3,27913
1722,positive,0.3,18382
1723,negative,0.8,13618
1724,negative,0.9,5493
1725,positive,0.9,35101
1726,negative,0.8,7881
1727,negative,0.3,35071
1728,negative,0.1,22809
1729,positive,1.0,2635
1730,negative,1.0,17769
1731,positive,0.9,2147
1732,positive,1.0,25429
1733,positive,0.8,21204
1734,positive,0.9,21767
1735,negative,0.1,26693
1736,positive,0.9,6514
1737,negative,0.8,35592
1738,positive,0.9,6680
1739,positive,0.9,38245
1740,positive,0.8,34917
1741,negative,0.8,20318
1742,negative,0.1,19501
1743,positive,0.8,1385
1744,negative,0.0,22340
1745,positive,0.3,17483
1746,positive,0.9,31089
1747,positive,1.0,10450
1748,positive,1.0,16167
1749,positive,0.8,27262
1750,positive,0.75,38652
1751,negative,0.9,9067
1752,positive,0.8,19023
1753,positive,0.9,4414
1754,positive,0.8,35846
1755,negative,0.2,16393
1756,positive,0.8,24055
1757,positive,0.0,2526
1758,positive,1.0,13912
1759,positive,0.3,24165
1760,negative,0.0,22574
1761,negative,0.8,14354
1762,negative,1.0,229
1763,negative,0.3,20643
1764,positive,0.8,11866
1765,positive,0.2,14801
1766,negative,1.0,16480
1767,positive,0.9,8294
1768,positive,0.8,18285
1769,positive,0.8,18483
1770,negative,0.0,38383
1771,negative,0.2,36759
1772,negative,1.0,26534
1773,positive,0.3,13486
1774,positive,1.0,1377
1775,positive,0.8,4388
1776,negative,0.1,14063
1777,positive,1.0,32420
1778,negative,0.1,12086
1779,positive,0.8,26152
1780,positive,1.0,32796
1781,positive,0.0,38326
1782,positive,0.0,7929
1783,negative,0.3,30829
1784,positive,0.1,10544
1785,negative,0.2,26091
1786,negative,0.2,6181
1787,negative,0.0,32036
1788,positive,1.0,14464
1789,negative,0.0,22574
1790,positive,0.75,9118
1791,positive,1.0,25228
1792,negative,0.9,15508
1793,negative,0.9,31073
1794,positive,0.2,12931
1795,positive,0.8,37467
1796,negative,0.88,16446
1797,negative,0.0,825
1798,positive,1.0,36145
1799,negative,0.3,28427
1800,negative,0.9,3292
1801,negative,0.3,38834
1802,positive,1.0,9919
1803,positive,0.0,22574
1804,negative,1.0,23970
1805,positive,1.0,23970
1806,positive,1.0,26774
1807,positive,0.0,18345
1808,negative,0.2,26167
1809,positive,0.9,17850
1810,positive,1.0,10450
1811,positive,0.9,33829
1812,positive,0.0,22620
1813,positive,0.8,24674
1814,positive,0.1,13270
1815,negative,0.0,33188
1816,negative,0.2,23680
1817,positive,0.2,16433
1818,positive,1.0,1423
1819,negative,0.9,20228
1820,positive,0.9,23239
1821,negative,0.1,9741
1822,negative,0.2,32094
1823,negative,0.2,22494
1824,negative,0.3,38834
1825,positive,0.9,16917
1826,positive,1.0,2103
1827,negative,0.8,25211
1828,negative,0.2,35511
1829,positive,0.2,27287
1830,positive,0.9,28898
1831,positive,0.9,3041
1832,positive,0.3,10830
1833,positive,0.8,30263
1834,negative,0.2,9432
1835,negative,1.0,20041
1836,negative,0.0,29795
1837,negative,0.2,16433
1838,negative,1.0,37246
1839,positive,0.8,37367
1840,positive,0.9,25219
1841,negative,1.0,35943
1842,negative,0.9,31790
1843,positive,0.8,20151
1844,positive,0.8,25401
1845,negative,0.8,35592
1846,negative,0.3,1110
1847,positive,0.9,35714
1848,negative,0.0,25255
1849,positive,1.0,35078
1850,positive,1.0,22853
1851,negative,0.8,30960
1852,positive,0.8,1513
1853,positive,0.2,20908
1854,positive,0.8,8129
1855,negative,0.9,4400
1856,positive,0.0,25586
1857,positive,0.8,13332
1858,negative,0.2,23259
1859,positive,0.8,25175
1860,positive,0.8,20164
1861,negative,0.2,35511
1862,positive,0.9,938
1863,positive,1.0,37246
1864,positive,0.0,32036
1865,negative,0.3,1531
1866,positive,0.9,34753
1867,positive,0.8,16508
1868,negative,0.2,21288
1869,negative,0.8,1513
1870,positive,0.9,8450
1871,positive,0.9,14111
1872,positive,0.8,19332
1873,negative,0.0,8908
1874,positive,1.0,5197
1875,positive,1.0,5568
1876,negative,0.1,12
1877,positive,0.8,23209
1878,positive,1.0,34572
1879,positive,0.8,23271
1880,positive,0.8,25356
1881,positive,1.0,23218
1882,negative,1.0,16005
1883,positive,0.2,28906
1884,positive,0.3,9433
1885,positive,1.0,14433
1886,negative,1.0,36320
1887,negative,0.2,30446
1888,negative,0.2,24278
1889,negative,1.0,24919
1890,negative,0.9,15508
1891,positive,1.0,37623
1892,negative,0.2,30446
1893,positive,0.8,23281
1894,positive,0.9,16117
1895,negative,0.1,6596
1896,positive,0.9,38345
1897,negative,0.2,33684
1898,positive,0.8,36657
1899,positive,0.9,35714
1900,positive,1.0,789
1901,positive,1.0,2631
1902,positive,0.9,8294
1903,negative,0.8,25733
1904,negative,0.1,3180
1905,negative,0.0,8939
1906,negative,0.0,28992
1907,positive,0.8,19332
1908,positive,0.1,13270
1909,positive,1.0,19144
1910,negative,1.0,18254
1911,positive,0.9,24715
1912,negative,0.9,7747
1913,positive,0.0,19257
1914,positive,0.3,34847
1915,negative,0.0,38043
1916,positive,1.0,37153
1917,negative,0.1,35839
1918,negative,0.3,27913
1919,positive,0.2,23680
1920,positive,0.8,12421
1921,negative,0.1,24242
1922,positive,0.8,19023
1923,positive,0.2,24068
1924,positive,0.9,27743
1925,positive,0.8,4421
1926,positive,0.8,32785
1927,negative,0.8,13430
1928,negative,0.8,37431
1929,negative,1.0,12329
1930,negative,0.2,23680
1931,positive,1.0,20731
1932,negative,0.8,23281
1933,positive,0.9,18016
1934,negative,0.0,6926
1935,negative,0.8,20647
1936,positive,0.1,25987
1937,positive,0.9,522
